count,x distance,y distance,theta
10.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0
60.0,-0.14280149880496185,11.789378348034864,-0.5063180144094875
70.0,-0.4181597195713837,25.742345868486883,-0.8829570434542773
80.0,-0.7227141914616368,39.698671501242266,-1.0462339420570639
90.0,-1.0020111498449529,53.68739161967168,-0.5865294726519837
100.0,-1.409884791735076,67.4044326700216,-1.0983220189507954
110.0,-1.68567495091636,81.33861945586474,-1.0108004634954288
120.0,-2.206740989669222,95.17583847577332,-1.3751061282640284
130.0,-2.508653391139914,109.03558178992243,-1.0115094191034117
140.0,-2.9506391111660664,121.17670612198386,-1.5536908090518726
150.0,-2.950569907201122,121.17861910439254,-1.5709009271536123
160.0,-2.950569907201122,121.17861910439254,-1.5709009271536123
170.0,-2.950569907201122,121.17861910439254,-1.5709009271536123
180.0,-2.950569907201122,121.17861910439254,-1.5709009271536123
